,text,Mapping,word_count,unique_wordcount,mean_word_length,tweet_length,url_count,hashtags,mention_count,stopwords,punctuation_count,text_Adjectives,Processed_Text
20,Need to get back in to college..  #feeling #this,0,9,8,4.33,48,0,1,0,4,4,,need to get back in to college  feeling this
21,No. Its actually not Friday. Today we proudly present ☆ Sunday~!☆ So... GO ENJOY YOUR SUNDAY.,0,16,16,4.88,93,0,0,0,4,8,present,no its actually not friday today we proudly present ☆ sunday☆ so go enjoy your sunday
22,Thank god she doesn't get me to do this anymore!!! ellielippitt #barber  #hairdresser #blondie...,0,14,14,5.93,97,0,1,0,7,10,ellielippitt,thank god she doesnt get me to do this anymore ellielippitt barber  hairdresser blondie
23,@user lol how and what is a cthulhu ?? Funny autocorrect so helpful,1,13,13,4.23,67,0,0,1,6,3,helpful, lol how and what is a cthulhu  funny autocorrect so helpful
24,I refuse to be weak... #workout #motivation #fitfam,0,8,8,5.5,51,0,1,0,3,6,weak,i refuse to be weak workout motivation fitfam
25,Why YES! Of course I use  a lot in my day....because violence is illegal.,1,14,14,4.21,73,0,0,0,7,6,illegal,why yes of course i use  a lot in my daybecause violence is illegal
26,@user @user @user no duh. ? Is will owners fire Goodell for it? My guess he gets a raise  #GoodellMustGo,1,20,18,4.2,104,0,1,1,6,7,,   no duh  is will owners fire goodell for it my guess he gets a raise  goodellmustgo
27,I hate plane rides but I wanna go to so many different countries,1,13,12,4.0,64,0,0,0,5,0,many different,i hate plane rides but i wanna go to so many different countries
28,Stop being the fan. And be the person blowing minds.,1,10,9,4.3,52,0,0,0,5,2,,stop being the fan and be the person blowing minds
29,Ok watching how hurt parents are when their kids decide to elope definitely makes me change my mind about it. Small cozy wedding it is,1,25,25,4.4,134,0,0,0,10,1,hurt,ok watching how hurt parents are when their kids decide to elope definitely makes me change my mind about it small cozy wedding it is
30,I liked a @user video NEW Chocolate Bar Palette Review | Semi Sweet vs. Original,0,15,15,4.4,80,0,0,1,2,3,Original,i liked a  video new chocolate bar palette review  semi sweet vs original
31,"@user Advertising an online special with an expiry countdown, yet you cant order anything or check your postcodes validity.",1,19,18,5.53,123,0,0,1,6,3,online, advertising an online special with an expiry countdown yet you cant order anything or check your postcodes validity
32,Love that I still have kids that still wake up early on Christmas  #justkiddingIlovethem,1,14,12,5.29,88,0,1,0,6,1,,love that i still have kids that still wake up early on christmas  justkiddingilovethem
33,That moment when you have so much stuff to do but you open @user ... #productivity  #tumblr,1,17,16,4.35,91,0,1,1,9,6,much,that moment when you have so much stuff to do but you open   productivity  tumblr
34,Oh god I just so happens that i love really LOVE slow internet #slowinternet,1,14,14,4.5,76,0,1,0,5,1,slow,oh god i just so happens that i love really love slow internet slowinternet
35,Simply having a wonderful christmas time :D,0,7,7,5.29,43,0,0,0,2,1,wonderful,simply having a wonderful christmas time d
36,isnt it the best when youre really tired then when you finally get in bed youre wide awake? I LOVE IT,1,21,19,3.86,101,0,0,0,10,1,wide,isnt it the best when youre really tired then when you finally get in bed youre wide awake i love it
37,Breaking up with your girl so you don't have to buy her any presents ||#lowbudget #smartmove  #a #good #idea #butscheming doe,0,21,21,4.95,125,0,1,0,10,9,good,breaking up with your girl so you dont have to buy her any presents lowbudget smartmove  a good idea butscheming doe
38,Glad there's not a typhoon where we go on holiday in 4 weeks.  #fml,1,14,14,3.79,67,0,1,0,7,3,,glad theres not a typhoon where we go on holiday in  weeks  fml
39,#LOL with all due #Respect to #KobeBryant .. he is  #MJ ^_^ but damn near #Close !! #Legends,0,18,18,4.11,92,0,1,0,6,13,due Close,lol with all due respect to kobebryant  he is  mj  but damn near close  legends
40,"@user @user you don't know a damned thing about baseball, do you?",0,12,11,4.5,65,0,0,1,5,5,damned,  you dont know a damned thing about baseball do you
41,"Rogers, that smile just so accurately captures my reaction when I receive an extra high phone bill!",1,17,17,4.88,99,0,0,0,7,2,extra high,rogers that smile just so accurately captures my reaction when i receive an extra high phone bill
42,All I can say is I'm lucky.,0,7,7,3.0,27,0,0,0,5,2,lucky,all i can say is im lucky
43,"#notcies #eu Liverpool workers ""miscarriage of justice"" victims",0,8,8,7.0,63,0,1,0,1,4,eu,notcies eu liverpool workers miscarriage of justice victims
44,"@user yesss! What makes it worse is when they look gorgeous and say ""I just got my face beat!"" Wtf?  #Contradiction",1,21,21,4.48,115,0,1,1,8,7,gorgeous, yesss what makes it worse is when they look gorgeous and say i just got my face beat wtf  contradiction
45,Xmas on the blog feat @user and @user * Read our story and share the LOVE ❤️ Click the link...,0,20,16,3.75,94,0,0,1,7,6,,xmas on the blog feat  and   read our story and share the love ❤️ click the link
46,"Watching the move 'Begin Again' and the verisimilitude is overpowering, it's like I'm back in the 90s music business again.",1,20,18,5.2,123,0,0,0,9,6,,watching the move begin again and the verisimilitude is overpowering its like im back in the s music business again
47,This is not the moon. Pictures like the moon is made of light bulbs.  #the #moon :),0,17,15,3.88,83,0,1,0,8,6,light,this is not the moon pictures like the moon is made of light bulbs  the moon 
48,I got ready and then got to school and parked in less than 12 minutes! #miracle,0,16,14,4.0,79,0,1,0,7,2,ready,i got ready and then got to school and parked in less than  minutes miracle
49,"@user yeah. So as you can see, I have great success with the ladies! And I'm totally excited for having sex some more!",1,23,23,4.17,118,0,0,1,13,6,user great, yeah so as you can see i have great success with the ladies and im totally excited for having sex some more
50,I don't like clowns but I'm going to be one.,1,10,10,3.5,44,0,0,0,7,3,,i dont like clowns but im going to be one
51,MLS Transactions 2015 #MLS making waves again   2 b fair it will take more than 2 players to fix this,1,20,19,4.0,101,0,1,0,6,1,,mls transactions  mls making waves again    b fair it will take more than  players to fix this
52,@user I'll be a bit sweaty by the time I get to you!,0,13,13,3.08,52,0,0,1,8,3,sweaty, ill be a bit sweaty by the time i get to you
53, a bad game last night. Way to go Packers!,0,9,9,3.67,42,0,0,0,2,2,bad last, a bad game last night way to go packers
54,I hope I could recover from fever today. I need to start with strama..,0,14,12,4.07,70,0,0,0,7,3,,i hope i could recover from fever today i need to start with strama
55,"somebody wake me up early tomorrow ive been facing weird aches in my back since early december .,. and why do u think that relates madaka",0,26,25,4.31,137,0,0,0,10,3,early ive weird early,somebody wake me up early tomorrow ive been facing weird aches in my back since early december  and why do u think that relates madaka
56,The Champions League is overrated anyway!,1,6,6,6.0,41,0,0,0,2,1,,the champions league is overrated anyway
57,Porygon2 are  found in the www.monstermmorpg. com wild. #firemen follow @user #paint,0,12,12,6.0,84,0,1,1,4,6,wild,porygon are  found in the  com wild firemen follow  paint
58,@user are you looking at the wrong profile picture?,0,9,9,4.78,51,0,0,1,4,2,wrong profile, are you looking at the wrong profile picture
59,@user One day I want to travel with my bestfriend 🌏✈️ DONE DID TRAVELED DA WORLD!! @user ❤️,0,18,17,4.11,91,0,0,1,5,4,user @, one day i want to travel with my bestfriend 🌏✈️ done did traveled da world  ❤️
60,@user u simply cant win with @user if it is twitter fight!!! :-P,0,13,12,4.0,64,0,0,1,4,7,u cant twitter, u simply cant win with  if it is twitter fight p
61,Fully charged my #Anker portable charger...it lasted 1/2 an hour.  Awesome #Fail,1,12,12,5.67,80,0,1,0,2,7,portable,fully charged my anker portable chargerit lasted  an hour  awesome fail
62,#Italy -- #Cabinet #approves #first #planks of #Renzi's #labour #reform. via @user,0,12,12,5.92,82,0,1,1,1,13,labour,italy  cabinet approves first planks of renzis labour reform via 
63,ruling party in power#central#state#misusing their power#PM speaking only in foreign parliment#pm to visit out side india during session,0,18,17,6.61,136,0,1,0,7,5,central foreign parliment side,ruling party in powercentralstatemisusing their powerpm speaking only in foreign parlimentpm to visit out side india during session
64,Gareth's polar opposite is a chicken-loving vegetarian 😂🐣  #Bones @user,1,10,10,6.1,71,0,1,1,2,4,polar chicken-loving vegetarian,gareths polar opposite is a chickenloving vegetarian 😂🐣  bones 
65,Watching creepy shit before bed when alone = bad idea. Is there a spell to turn a French bulldog into a big ass bulldog? #bewareofdog,1,25,23,4.36,133,0,1,0,9,4,= bad French big,watching creepy shit before bed when alone  bad idea is there a spell to turn a french bulldog into a big ass bulldog bewareofdog
66,i do occupy rent free space in his cranial cavity LOL @user,0,12,12,4.0,59,0,0,1,4,1,occupy free cranial,i do occupy rent free space in his cranial cavity lol 
67,Had to take a #PatioPics - snow falling still. This was totally clear when I went to sleep. #WCCO,0,19,18,4.16,97,0,1,0,8,5,clear,had to take a patiopics  snow falling still this was totally clear when i went to sleep wcco
68,"August has the most birthdays, February has the least and most of the serial killers are born in November!||-so dont mess up with me|#nov26",0,24,20,4.83,139,0,1,0,13,7,serial ||-so me|,august has the most birthdays february has the least and most of the serial killers are born in novemberso dont mess up with menov
69,Lol RT @user Wouldn't surprise me if Soldado bangs in a hatrick and we win 0-3 against Chelsea tonight .. The legend is back,0,24,24,4.21,124,0,0,1,10,5,0-3,lol rt  wouldnt surprise me if soldado bangs in a hatrick and we win  against chelsea tonight  the legend is back
70,My husband thinks I'm crazy because I taped my tape dispenser. Hehe. I'm handy like that. ....,1,17,16,4.59,94,0,0,0,7,9,crazy handy,my husband thinks im crazy because i taped my tape dispenser hehe im handy like that 
71,My secret name is lizard squad. I like to ruin people's fun time. Follow and rt to a billion and you'll have fun. #psn  #giveitup,1,25,23,4.16,129,0,1,0,11,7,secret lizard psn,my secret name is lizard squad i like to ruin peoples fun time follow and rt to a billion and youll have fun psn  giveitup
72,"Tomorrow's afternoon #NFL sked in #PanamaCity area: WECP 12p #KCvsPIT, 3:25p #INDvsDAL; WPGX 12p #ATLvsNO.",0,15,14,6.13,106,0,1,0,1,11,,tomorrows afternoon nfl sked in panamacity area wecp p kcvspit p indvsdal wpgx p atlvsno
73,@user @user I sure hope ev1 vaccinations are up to date! #GoBolts @user @user @user,0,15,11,4.6,83,0,1,1,4,7,hope,  i sure hope ev vaccinations are up to date gobolts   
74,Pulis turned down #NUFC cos he wants to spend a load of money on 30 year old journeymen. Parish wouldn't let him & neither would MA. #cpfc,0,27,27,4.15,138,0,1,0,9,6,old,pulis turned down nufc cos he wants to spend a load of money on  year old journeymen parish wouldnt let him  neither would ma cpfc
75,Sending best wishes to all my coworkers at the 9AM this morning,1,12,12,4.33,63,0,0,0,6,0,,sending best wishes to all my coworkers at the am this morning
76,@user try having no internet for a month. Now I know how Ethiopians feel.,1,14,14,4.29,73,0,0,1,6,3,, try having no internet for a month now i know how ethiopians feel
77,"so, sane peoples would talk to themselves in twitter because they can't find other sane humans to talk to. that  #retweet#ifagree",1,21,18,5.14,129,0,1,0,10,5,other,so sane peoples would talk to themselves in twitter because they cant find other sane humans to talk to that  retweetifagree
78,Thanks @user for connecting. Always look forward to exchange thoughts n ideas with #entrepreneur working on #green n #sustainability,0,19,18,6.0,132,0,1,1,4,5,n green,thanks  for connecting always look forward to exchange thoughts n ideas with entrepreneur working on green n sustainability
79,Seems as if @user wants to endorse me on LinkedIn for  - any thoughts on this from the #OMCchat crowd?,0,20,19,4.1,102,0,1,1,11,4,,seems as if  wants to endorse me on linkedin for   any thoughts on this from the omcchat crowd
80,Love being made fun of,1,5,5,3.6,22,0,0,0,2,0,,love being made fun of
81,@user @user @user Oh wow your talking Skype! Cool!,1,9,7,4.67,50,0,0,1,1,5,Skype,   oh wow your talking skype cool
82,"he was half of what she deserved, yet he was all that she ever wanted ,,,,",1,16,13,3.69,74,0,0,0,11,5,,he was half of what she deserved yet he was all that she ever wanted 
83,#Christmas  #been #the #best @ West Monkseaton,0,7,7,5.57,46,0,1,1,0,5,,christmas  been the best  west monkseaton
84,Parking meter obviously forgot to get its own parking ticket.,1,10,10,5.2,61,0,0,0,4,1,own,parking meter obviously forgot to get its own parking ticket
85,About to fuck up this Media exam  #actuallyihopeso,1,8,8,5.25,50,0,1,0,4,1,,about to fuck up this media exam  actuallyihopeso
86,well today is gonna be a great day 👌,1,9,9,3.11,36,0,0,0,3,0,great,well today is gonna be a great day 👌
87,Heaven help the fool who did her wrong,0,8,8,3.88,38,0,0,0,4,0,,heaven help the fool who did her wrong
88,"Just bartered for a bottle of rum in best one, and got it down from £18 to £14. Happy Fucking New Year to me!!",0,24,23,3.62,110,0,0,0,11,4,Happy,just bartered for a bottle of rum in best one and got it down from £ to £ happy fucking new year to me
89,find ONE local PD that reported an 80% drop @user @user @user @user @user @user,0,15,10,4.33,79,0,0,1,2,7,local,find one local pd that reported an  drop      
90,@user @user Money 4 Church|http://t.co/Q2WB7riAvK|SmartPhone APP PAYS you!|See-http://t.co/RDlRuGN0iE |Go 2:,0,10,9,9.9,108,2,0,1,0,19,|See-http,  money  church app pays yousee go 
91,Well it's always a good time losing at the Bay... @user @user @user,1,13,11,4.23,67,0,0,1,4,7,good,well its always a good time losing at the bay   
92,Welsh devolution? How's this for starters...,0,6,6,6.5,44,0,0,0,3,5,,welsh devolution hows this for starters
93,I love when folks call Brady a system QB but are THE BIGGEST Peyton Manning fans. .,1,17,17,3.94,83,0,0,0,6,2,,i love when folks call brady a system qb but are the biggest peyton manning fans 
94,"@user Instead of playing the pompous ""do you know who I am card?"" , how about you actually make an educated rebuttal?",0,22,21,4.36,117,0,0,1,10,6,user pompous, instead of playing the pompous do you know who i am card  how about you actually make an educated rebuttal
95,Kind of love how I got a voicemail from my seat neighbor wondering where I was yet they constantly sell their ticket & I never ask,1,26,24,4.04,130,0,0,0,12,1,,kind of love how i got a voicemail from my seat neighbor wondering where i was yet they constantly sell their ticket  i never ask
96,I feel a nap in my near future. #NapTime,0,9,9,3.56,40,0,1,0,4,2,near,i feel a nap in my near future naptime
97,#AnalScreen #Exotic Exotic brunette gets her little tight butt nailed right on the office desk,0,15,15,5.33,94,0,1,0,3,2,little tight,analscreen exotic exotic brunette gets her little tight butt nailed right on the office desk
98,#sundayfunday #mylove #mermaidlove #newyear2015 @ Rockefeller Center,0,7,7,8.86,68,0,1,1,0,5,sundayfunday newyear2015,sundayfunday mylove mermaidlove newyear  rockefeller center
99,The ever so caring @user gets to see the siege ending first. Great journalism.,1,14,14,4.64,78,0,0,1,5,3,user first Great,the ever so caring  gets to see the siege ending first great journalism
100,@user You truly are my son.,0,6,6,3.67,27,0,0,1,3,2,, you truly are my son
101,hmmm. I do wonder why Astec has one fewer employee? #lol,1,11,11,4.18,56,0,1,0,4,3,,hmmm i do wonder why astec has one fewer employee lol
102,#Germany -- #ECB's #Weidmann #says #German #2015 #growth #may #be #better #than #expected. via @user,0,15,15,5.73,100,0,1,1,0,17,German,germany  ecbs weidmann says german  growth may be better than expected via 
103,"Kevin Durant with 23pts on 8-13 shooting, has this nigga been inefficient since he came.",1,15,15,4.93,88,0,0,0,7,3,8-13 nigga inefficient,kevin durant with pts on  shooting has this nigga been inefficient since he came
104,This chap seems to be a bit of an over sexed out going extrovert ... Must be his overly masculine voice and demeanor.,1,23,22,4.13,117,0,0,0,11,4,overly masculine,this chap seems to be a bit of an over sexed out going extrovert  must be his overly masculine voice and demeanor
105,"Damit, this fatima bhutto has an instagram account but not pics of her. Some random shit...and then ppl i follow keep posting pics.",1,23,23,4.74,131,0,0,0,9,6,instagram,damit this fatima bhutto has an instagram account but not pics of her some random shitand then ppl i follow keep posting pics
106,@user so funny lolololol,1,4,4,5.25,24,0,0,1,1,1,funny, so funny lolololol
107,@user @user what the hell ever.,0,6,5,4.33,31,0,0,1,2,3,,  what the hell ever
108,On my lunch break so sleepy😴,0,6,6,3.83,28,0,0,0,3,0,sleepy😴,on my lunch break so sleepy😴
109,"@user @user More clean OR cleaner, never more cleaner",0,9,8,5.0,53,0,0,1,3,3,clean,  more clean or cleaner never more cleaner
110,"Amen, that's due to them  having respect for themselves.",0,9,9,5.22,56,0,0,0,5,3,due,amen thats due to them  having respect for themselves
111,Double standards are always a fun thing,1,7,7,4.71,39,0,0,0,2,0,Double fun,double standards are always a fun thing
112,"@user I don't think, I know x",0,7,6,3.29,29,0,0,1,3,3,, i dont think i know x
113,Now I've written down everything I need to know it seems a lot more manageable.,1,15,15,4.33,79,0,0,0,7,2,manageable,now ive written down everything i need to know it seems a lot more manageable
114,35 amazing followers in the last week and there will be more tomorrow. Growing with,0,15,15,4.6,83,0,0,0,7,1,amazing last, amazing followers in the last week and there will be more tomorrow growing with
115,Oversleeping is the bestttt.,1,4,4,6.25,28,0,0,0,2,1,,oversleeping is the bestttt
116,I need a misadventure form because I broke my hand practising and rewriting this english essay 500 times,1,18,17,4.83,104,0,0,0,7,0,english,i need a misadventure form because i broke my hand practising and rewriting this english essay  times
117,@user #NoodleScene anyone? He was so zen there. . Oh! wait! But #deadHenry and #bouncebackAnnie. Silly me! All makes sense now!,1,21,21,5.1,127,0,1,1,6,12,zen, noodlescene anyone he was so zen there  oh wait but deadhenry and bouncebackannie silly me all makes sense now
118,"A strange day so far everyone seems in such a good moodmaybe in actually napping or still drunk ""still time for grumpy to return",1,24,23,4.38,128,0,0,0,9,1,strange such good,a strange day so far everyone seems in such a good moodmaybe in actually napping or still drunk still time for grumpy to return
119,"I love that when a female expresses herself in an emphatic manner, it's always attributed to her menstrual cycle. -Mags  #PMS",1,21,21,4.95,125,0,1,0,10,5,female emphatic menstrual -Mags,i love that when a female expresses herself in an emphatic manner its always attributed to her menstrual cycle mags  pms
120,These girls can wake up people from the dead!  #worth #watching,0,11,11,4.73,63,0,1,0,5,3,dead worth,these girls can wake up people from the dead  worth watching
121,Travel and tourism this morning.My favourite lesson whoooo,1,8,8,6.38,58,0,0,0,2,1,favourite,travel and tourism this morningmy favourite lesson whoooo
122,Remember that one episode Santana wanted to be a dancer but then forgot about it altogether. Good times. Good times. #Glee,1,21,19,4.86,122,0,1,0,8,4,Good Good,remember that one episode santana wanted to be a dancer but then forgot about it altogether good times good times glee
123,To all u #deadbeatdads ur not worth a hair on our #kids heads.. Tough being a #singlemom but at least my #beautiful #daughter is loved by Me,0,27,26,4.22,140,0,1,0,14,7,u beautiful,to all u deadbeatdads ur not worth a hair on our kids heads tough being a singlemom but at least my beautiful daughter is loved by me
124,Feeling the irony of using  to find people ironically using the work irony wrong. #metahipster,1,15,12,5.27,94,0,1,0,4,2,wrong,feeling the irony of using  to find people ironically using the work irony wrong metahipster
125,Aaaaaaaaand we're back in the ER. Hooray for no sleep!,1,10,10,4.5,54,0,0,0,5,3,,aaaaaaaaand were back in the er hooray for no sleep
126,Just a had a Bruce Springsteen flashback. *shudder* @user @user @user @user @user,0,13,8,5.31,81,0,0,1,4,8,@,just a had a bruce springsteen flashback shudder     
127,Is Obamacare Slowing Health Care Spending?  via @user,0,8,8,5.62,53,0,0,1,1,2,,is obamacare slowing health care spending  via 
128,Sessions!! #why  #scary #canary #sydney #australia by lavin56,0,8,8,6.62,61,0,1,0,1,7,scary canary sydney,sessions why  scary canary sydney australia by lavin
129,@user Ha! I don't have haters. Just a few misguided souls who thought my mentions were a bulletin board for their issues. ;),1,23,22,4.43,124,0,0,1,12,7,few misguided, ha i dont have haters just a few misguided souls who thought my mentions were a bulletin board for their issues 
130,Hiding in plain sight. By #MichaelBeerens (http://t.co/EJaFcMsIrA) #graffiti #streetart,1,9,9,8.78,87,1,1,0,2,11,graffiti,hiding in plain sight by michaelbeerens  graffiti streetart
131,@user Ooooh only the 'economic' destruction of the country. Now that makes a world of a difference.,1,17,14,4.88,99,0,0,1,8,5,, ooooh only the economic destruction of the country now that makes a world of a difference
132,IT'S DEFINITELY NOT FRIDAY. THE REASON IS: It's Tuesday~! Yesterday it was Monday so why should it be Friday.,1,19,18,4.79,109,0,0,0,11,7,,its definitely not friday the reason is its tuesday yesterday it was monday so why should it be friday
133,Nothing better than getting a snapchat from @user with #the weight playing in the background #sameparents #sametunes,0,17,17,5.88,116,0,1,1,6,4,,nothing better than getting a snapchat from  with the weight playing in the background sameparents sametunes
134,"Ask Mystic Mona YOUR question! Psychic View, weekdays at 9am (PDT) 347-850-1494 #BlogTalkRadio",0,13,13,6.31,94,0,1,0,2,7,347-850-1494,ask mystic mona your question psychic view weekdays at am pdt  blogtalkradio
135,#late night #shopping #bullringbirmingham #sunglasses really? Lol 😁 #sayyes she says xxx,0,12,12,6.42,88,0,1,0,1,6,late,late night shopping bullringbirmingham sunglasses really lol 😁 sayyes she says xxx
136,saturday class wee,1,3,3,5.33,18,0,0,0,0,0,saturday,saturday class wee
137,"I have a VERY limited number of press seats available for a Meet Me There screening in Austin on January 21. Hit me up, press types.",0,26,24,4.12,132,0,0,0,12,3,limited available,i have a very limited number of press seats available for a meet me there screening in austin on january  hit me up press types
138,"@user T-Mobile's CEO thinks the Apple Watch is going to be huge <-- I do, too.",0,16,16,3.94,78,0,0,1,5,8,@ huge, tmobiles ceo thinks the apple watch is going to be huge  i do too
139,Sailing-|×|#me #selfie #ootd  #cool  #cute #girl #tumblr #black #style #rock #punk #vsco...,0,12,12,6.5,91,0,1,0,0,18,Sailing-|×| selfie ootd cool cute girl tumblr black,sailing×me selfie ootd  cool  cute girl tumblr black style rock punk vsco
140,Now gonna enjoy this day with my babies!!✌️,0,8,8,4.5,43,0,0,0,3,2,,now gonna enjoy this day with my babies✌️
141,I love cold winter days cause I never know when my car decides not to start 😑,1,17,16,3.59,77,0,0,0,6,0,cold,i love cold winter days cause i never know when my car decides not to start 😑
142,This clinical psychology exam is gunna be the main cause of whatever mental disorder I develop,1,16,16,4.94,94,0,0,0,6,0,clinical gunna main mental,this clinical psychology exam is gunna be the main cause of whatever mental disorder i develop
143,"@user he hasn't been diagnosed w/ bipolar disorder yet I'm assuming?He needs to ""beat"" his ""hard feeling"" emotions into submission.",1,20,20,5.6,131,0,0,1,7,10,w/ bipolar hard, he hasnt been diagnosed w bipolar disorder yet im assuminghe needs to beat his hard feeling emotions into submission
144,@user Duly noted ;p ;p ;p,0,6,4,3.33,25,0,0,1,0,4,, duly noted p p p
145,Heaven knows I'm miserable now ... #TheSmiths #girl #old #ohwow #InstaSize  #a #goodmood #weirdpose,0,14,14,6.07,99,0,1,0,1,12,miserable old ohwow,heaven knows im miserable now  thesmiths girl old ohwow instasize  a goodmood weirdpose
146,.@BDUTT is at her best when she reports frm 'on the field'. Not that she is bad at studio but on field she is a true story teller.,0,28,23,3.68,130,0,0,1,16,6,bad true, is at her best when she reports frm on the field not that she is bad at studio but on field she is a true story teller
147,@user The only place where you don't wanna sit on the seat that you earned. |#Dancing |#QuiksilverGoesSupersonic,1,17,16,5.65,112,0,1,1,9,7,only na |, the only place where you dont wanna sit on the seat that you earned dancing quiksilvergoessupersonic
148,@user where's me boots happy,0,5,5,4.8,28,0,0,1,2,2,happy, wheres me boots happy
149,Good morning hank its saturday im starving,0,7,7,5.14,42,0,0,0,1,0,Good saturday,good morning hank its saturday im starving
150,##to#our#countries#special#dedication#to#ma#Syrian#friends#you're#alone#instalisten#by#heart#voice#,0,1,1,99.0,99,0,1,0,0,18,special ma Syrian instalisten,toourcountriesspecialdedicationtomasyrianfriendsyourealoneinstalistenbyheartvoice
151,@user Are they going for the very original plans now?,0,10,10,4.4,53,0,0,1,5,2,original, are they going for the very original plans now
152,Erasure by Percival Everett and Pym by Mat Johnson....So there is black literature after the Black Arts Movement  #ChangetheCanon,1,19,18,5.79,129,0,1,0,7,5,black,erasure by percival everett and pym by mat johnsonso there is black literature after the black arts movement  changethecanon
153,What a great person you are.,1,6,6,3.83,28,0,0,0,3,1,great,what a great person you are
154,It's gonna be a great day 😃,1,7,7,3.0,27,0,0,0,3,1,gon great,its gonna be a great day 😃
155,"@user Oh no, I've tipped Gamergates hand. Now you know our end game!",1,13,13,4.31,68,0,0,1,3,5,end, oh no ive tipped gamergates hand now you know our end game
156,Cluck! RT @user Most transparent administration ever sends password-protected documents to Oversight.  #Gruber,1,13,13,7.46,110,0,1,1,3,5,transparent password-protected,cluck rt  most transparent administration ever sends passwordprotected documents to oversight  gruber
